OFFER_ID,OFFER_LINE_ID,OFFER_DATE,EXPECTED_JOIN_DATE,STUDENT_ID,COMPANY_ID,COLLEGE_ID,ROLE_TITLE,OFFER_LEVEL,CTC_LPA,MONTHLY_STIPEND,JOB_CITY,HIRING_MODE,OFFER_STATUS,IS_JOINED,UPDATED_AT
OF9972,1,2022-11-04,2023-04-10,ST01260,CO0092,CL1883,Data Analyst,INTERN,18.31,32364.5,Hyderabad,ON_CAMPUS,JOINED,1,2026-01-02 00:45:00
OF9973,1,2016-02-04,2016-04-20,ST04349,CO3791,CL2205,Software Engineer,FTE,38.07,0.0,Chennai,ON_CAMPUS,REJECTED,0,2026-01-02 02:47:00
OF9974,1,2021-08-29,2022-01-12,ST00370,CO4984,CL1812,Data Analyst,FTE,20.57,0.0,Noida,ON_CAMPUS,WITHDRAWN,0,2026-01-02 22:04:00
OF9975,1,2016-01-06,2016-03-04,ST02454,CO3949,CL3164,Data Analyst,FTE,19.12,0.0,Noida,REFERRAL,JOINED,1,2026-01-05 07:54:00
OF9976,1,2020-09-08,2020-11-20,ST00643,CO4102,CL0263,Software Engineer,INTERN,32.73,85849.8,Noida,OFF_CAMPUS,ACCEPTED,0,2026-01-04 11:52:00
OF9977,1,2023-11-20,2024-04-16,ST02448,CO0163,CL0895,QA Engineer,FTE,19.51,0.0,Hyderabad,OFF_CAMPUS,JOINED,1,2026-01-04 21:28:00
OF9978,1,2018-02-05,2018-06-30,ST02884,CO2457,CL2599,Data Analyst,FTE,29.27,0.0,Bengaluru,ON_CAMPUS,REJECTED,0,2026-01-01 21:30:00
OF9979,1,2015-12-02,2016-04-13,ST03008,CO1867,CL3046,Data Analyst,FTE,21.58,0.0,Bengaluru,OFF_CAMPUS,JOINED,1,2026-01-05 12:51:00
OF9980,1,2020-04-06,2020-06-18,ST00054,CO4708,CL0038,QA Engineer,FTE,22.87,0.0,Hyderabad,REFERRAL,WITHDRAWN,0,2026-01-03 10:15:00
OF9981,1,2018-03-28,2018-07-20,ST04341,CO3654,CL2343,QA Engineer,INTERN,41.36,62276.9,Chennai,REFERRAL,OFFERED,0,2026-01-05 06:34:00
OF9982,1,2019-10-16,2020-02-17,ST04263,CO3011,CL0397,QA Engineer,FTE,5.75,0.0,Pune,OFF_CAMPUS,REJECTED,0,2026-01-02 07:48:00
OF9983,1,2016-05-23,2016-08-04,ST03785,CO3115,CL3959,Data Analyst,FTE,20.38,0.0,Noida,ON_CAMPUS,JOINED,1,2026-01-04 16:07:00
OF9984,1,2018-12-01,2019-01-07,ST00698,CO2501,CL4436,Software Engineer,FTE,26.98,0.0,Pune,REFERRAL,JOINED,1,2026-01-03 14:38:00
OF9985,1,2023-08-05,2024-01-28,ST01314,CO4275,CL4943,Data Analyst,FTE,6.94,0.0,Noida,OFF_CAMPUS,REJECTED,0,2026-01-04 18:19:00
OF9986,1,2024-06-22,2024-09-12,ST02654,CO3870,CL2839,QA Engineer,FTE,25.14,0.0,Noida,REFERRAL,JOINED,1,2026-01-03 16:31:00
OF9987,1,2018-12-06,2019-02-27,ST03229,CO4352,CL1552,QA Engineer,FTE,38.96,0.0,Hyderabad,OFF_CAMPUS,JOINED,1,2026-01-03 23:35:00
OF9988,1,2018-08-20,2018-11-26,ST04081,CO3201,CL4740,Data Analyst,FTE,22.57,0.0,Bengaluru,OFF_CAMPUS,JOINED,1,2026-01-03 00:09:00
OF9989,1,2023-08-27,2024-02-05,ST02270,CO4475,CL4340,QA Engineer,INTERN,17.37,60345.8,Pune,ON_CAMPUS,ACCEPTED,0,2026-01-02 11:51:00
OF9990,1,2022-08-19,2023-01-04,ST00989,CO1499,CL0127,Software Engineer,FTE,40.82,0.0,Hyderabad,ON_CAMPUS,REJECTED,0,2026-01-04 18:34:00
OF9991,1,2017-02-06,2017-06-08,ST01638,CO2198,CL0943,QA Engineer,FTE,39.06,0.0,Noida,OFF_CAMPUS,ACCEPTED,0,2026-01-04 08:21:00
OF9992,1,2018-01-01,2018-03-17,ST04604,CO0360,CL1314,Data Analyst,INTERN,32.74,20518.7,Bengaluru,REFERRAL,JOINED,1,2026-01-02 04:19:00
OF9993,1,2019-02-13,2019-05-26,ST01128,CO3968,CL0025,Data Analyst,FTE,36.84,0.0,Bengaluru,REFERRAL,JOINED,1,2026-01-02 22:34:00
,1,2020-02-27,2020-06-04,ST01892,CO3564,CL2332,QA Engineer,INTERN,28.81,53600.2,Noida,REFERRAL,REJECTED,0,2026-01-01 21:38:00
OF9995,1,2019-07-12,2019-10-06,ST00466,CO3970,CL2422,QA Engineer,FTE,39.87,0.0,Chennai,REFERRAL,WITHDRAWN,0,2026-01-03 03:05:00
OF9996,1,2018-06-01,2018-07-01,ST03655,CO0961,CL2388,QA Engineer,FTE,20.45,0.0,Noida,ON_CAMPUS,WITHDRAWN,0,2026-01-04 03:07:00
OF9997,1,2020-03-14,2020-07-18,ST03041,CO4534,CL2758,QA Engineer,FTE,38.67,0.0,Pune,ON_CAMPUS,REJECTED,0,2026-01-03 13:56:00
OF9998,1,2017-07-08,2017-12-28,ST03457,CO1572,CL1429,QA Engineer,FTE,19.95,0.0,Bengaluru,REFERRAL,JOINED,1,2026-01-04 23:29:00
OF9999,1,2024-11-18,2025-03-06,ST02338,CO4965,CL2712,Data Analyst,INTERN,25.22,103538.4,Hyderabad,REFERRAL,REJECTED,0,2026-01-04 02:28:00
OF10000,1,2020-07-13,2020-10-16,ST02494,CO1644,CL0198,QA Engineer,INTERN,30.72,103562.7,Pune,OFF_CAMPUS,REJECTED,0,2026-01-01 17:44:00
OF10001,1,2020-03-22,2020-08-04,ST04371,CO2700,CL1545,Software Engineer,FTE,37.48,0.0,Bengaluru,ON_CAMPUS,OFFERED,0,2026-01-03 15:54:00
OF10002,1,2017-08-12,2018-01-02,ST00812,CO0531,CL4637,QA Engineer,FTE,7.03,0.0,Pune,REFERRAL,JOINED,1,2026-01-03 19:24:00
OF10003,1,2024-03-09,2024-07-18,ST00543,CO0089,CL0002,Software Engineer,INTERN,30.93,111854.2,Bengaluru,ON_CAMPUS,JOINED,1,2026-01-02 05:04:00
OF10004,1,2018-11-10,2019-03-26,ST01989,CO1785,CL4683,Data Analyst,FTE,43.15,0.0,Bengaluru,OFF_CAMPUS,OFFERED,0,2026-01-03 05:44:00
OF10005,1,2025-06-03,2025-11-20,ST01891,CO0638,CL0175,Data Analyst,INTERN,35.58,42028.1,Noida,OFF_CAMPUS,ACCEPTED,0,2026-01-01 16:02:00
OF10006,1,2022-04-16,2022-09-17,ST02314,CO3231,CL2259,QA Engineer,INTERN,42.31,116770.0,Bengaluru,OFF_CAMPUS,JOINED,1,2026-01-01 15:58:00
OF10007,1,2023-06-06,2023-11-26,ST01775,CO1384,CL1941,QA Engineer,FTE,40.41,0.0,Chennai,REFERRAL,ACCEPTED,0,2026-01-03 03:10:00
OF10008,1,2021-04-04,2021-08-01,ST03913,CO2589,CL3372,Data Analyst,FTE,16.4,0.0,Noida,OFF_CAMPUS,ACCEPTED,0,2026-01-02 12:55:00
OF10009,1,2019-04-13,2019-08-30,ST03151,CO1159,CL0146,Software Engineer,FTE,9.93,0.0,Pune,OFF_CAMPUS,REJECTED,0,2026-01-02 04:52:00
OF10010,1,2020-05-15,2020-07-13,ST02429,CO1671,CL1581,Software Engineer,FTE,43.29,0.0,Bengaluru,OFF_CAMPUS,OFFERED,0,2026-01-04 09:06:00
OF10011,1,2019-11-23,2020-01-31,ST01806,CO4839,CL1792,Data Analyst,INTERN,31.57,84666.3,Pune,OFF_CAMPUS,JOINED,1,2026-01-04 18:45:00
OF10012,1,2019-04-12,2019-05-28,ST02446,CO4580,CL4188,Software Engineer,FTE,42.31,0.0,Hyderabad,ON_CAMPUS,WITHDRAWN,0,2026-01-04 00:52:00
OF10013,1,2022-10-31,2023-03-12,ST02151,CO3600,CL2597,QA Engineer,INTERN,29.78,51171.4,Noida,REFERRAL,WITHDRAWN,0,2026-01-04 22:28:00
OF10014,1,2017-07-12,2017-12-25,ST04307,CO1473,CL4697,QA Engineer,FTE,13.05,0.0,Noida,REFERRAL,WITHDRAWN,0,2026-01-01 22:19:00
OF10015,1,2023-05-13,2023-08-08,ST04729,CO3432,CL0915,Software Engineer,FTE,15.71,0.0,Noida,ON_CAMPUS,JOINED,1,2026-01-02 04:26:00
OF10016,1,2021-09-22,2021-11-12,ST02913,CO1349,CL3397,Data Analyst,INTERN,19.57,117903.7,Pune,ON_CAMPUS,JOINED,1,2026-01-03 01:33:00
OF10017,1,2019-11-26,2020-04-10,ST04166,CO3073,CL3269,Data Analyst,FTE,13.35,0.0,Chennai,OFF_CAMPUS,ACCEPTED,0,2026-01-04 13:33:00
OF10018,1,2020-01-05,2020-06-12,ST02219,CO2199,CL4086,QA Engineer,FTE,42.83,0.0,Noida,OFF_CAMPUS,JOINED,1,2026-01-04 02:57:00
OF10019,1,2020-04-16,2020-09-06,ST01766,CO3078,CL4688,Software Engineer,FTE,26.52,0.0,Pune,OFF_CAMPUS,OFFERED,0,2026-01-05 05:02:00
OF10020,1,2023-03-16,2023-07-29,ST02520,CO0556,CL2170,QA Engineer,INTERN,14.22,107496.3,Bengaluru,ON_CAMPUS,JOINED,1,2026-01-05 06:27:00
OF10021,1,2021-10-02,2022-03-22,ST01353,CO3990,CL3382,QA Engineer,INTERN,38.39,61979.3,Chennai,ON_CAMPUS,WITHDRAWN,0,2026-01-04 16:24:00
OF10022,1,2019-12-19,2020-04-12,ST00642,CO3735,CL0567,Data Analyst,INTERN,21.78,45022.9,Bengaluru,OFF_CAMPUS,WITHDRAWN,0,2026-01-02 00:29:00
OF10023,1,2017-09-30,2017-11-15,ST01045,CO3477,CL0601,QA Engineer,INTERN,9.09,21712.5,Pune,REFERRAL,WITHDRAWN,0,2026-01-02 08:39:00
OF10024,1,2023-09-02,2023-10-15,ST01451,CO0623,CL4231,QA Engineer,INTERN,16.31,36031.0,Pune,ON_CAMPUS,OFFERED,0,2026-01-03 23:07:00
OF10025,1,2024-11-28,2025-05-11,ST00337,CO2156,CL0109,Software Engineer,FTE,34.15,0.0,Hyderabad,OFF_CAMPUS,ACCEPTED,0,2026-01-04 21:31:00
OF10026,1,2017-03-02,2017-05-01,ST03313,CO1521,CL3547,QA Engineer,FTE,40.58,0.0,Chennai,REFERRAL,WITHDRAWN,0,2026-01-03 22:33:00
OF10027,1,2024-05-15,2024-10-27,ST02971,CO4504,CL2323,Data Analyst,FTE,29.32,0.0,Pune,ON_CAMPUS,WITHDRAWN,0,2026-01-01 13:33:00
OF10028,1,2019-06-18,2019-10-06,ST02403,CO1033,CL3003,QA Engineer,INTERN,35.58,94118.7,Hyderabad,ON_CAMPUS,JOINED,1,2026-01-03 01:47:00
OF10029,1,2019-05-22,2019-07-06,ST04936,CO4048,CL4360,Data Analyst,INTERN,14.23,100158.8,Chennai,REFERRAL,OFFERED,0,2026-01-03 11:15:00
OF10030,1,2018-06-20,2018-09-05,ST03479,CO2288,CL2186,Data Analyst,INTERN,36.07,42827.8,Hyderabad,OFF_CAMPUS,OFFERED,0,2026-01-01 19:52:00
OF10031,1,2024-11-04,2025-04-16,ST02224,CO4811,CL2680,Software Engineer,FTE,36.19,0.0,Chennai,OFF_CAMPUS,REJECTED,0,2026-01-01 20:14:00
OF10032,1,2019-01-31,2019-04-12,ST00593,CO1634,CL2549,QA Engineer,FTE,15.83,0.0,Chennai,OFF_CAMPUS,WITHDRAWN,0,2026-01-05 13:55:00
OF10033,1,2022-12-28,2023-03-24,ST00750,CO4002,CL0682,Data Analyst,INTERN,6.11,119528.8,Bengaluru,ON_CAMPUS,OFFERED,0,2026-01-04 01:56:00
OF10034,1,2022-10-21,2023-03-01,ST03393,CO0771,CL0567,QA Engineer,INTERN,38.42,112981.4,Pune,REFERRAL,OFFERED,0,2026-01-01 17:57:00
OF10035,1,2025-06-07,2025-08-25,ST03414,CO4037,CL2262,QA Engineer,INTERN,23.67,98004.5,Bengaluru,ON_CAMPUS,REJECTED,0,2026-01-04 21:37:00
OF10036,1,2021-09-20,2021-12-12,ST02962,CO2001,CL0212,QA Engineer,FTE,36.17,0.0,Pune,OFF_CAMPUS,REJECTED,0,2026-01-02 03:44:00
OF10037,1,2020-09-15,2021-02-06,ST01769,CO2797,CL1101,Data Analyst,INTERN,32.77,90378.3,Chennai,ON_CAMPUS,JOINED,1,2026-01-04 11:27:00
OF10038,1,2022-06-09,2022-11-15,ST00429,CO0096,CL3000,QA Engineer,INTERN,16.87,56884.8,Chennai,ON_CAMPUS,OFFERED,0,2026-01-03 18:19:00
OF10039,1,2017-09-27,2018-03-12,ST00539,CO2427,CL0483,Data Analyst,INTERN,37.44,69889.3,Bengaluru,OFF_CAMPUS,ACCEPTED,0,2026-01-02 14:01:00
OF10040,1,2016-03-23,2016-07-27,ST04895,CO0032,CL0906,QA Engineer,FTE,14.16,0.0,Chennai,ON_CAMPUS,REJECTED,0,2026-01-02 05:19:00
OF10041,1,2024-11-16,2025-04-26,ST01092,CO3423,CL3473,Data Analyst,FTE,37.98,0.0,Pune,ON_CAMPUS,WITHDRAWN,0,2026-01-01 16:53:00
OF10042,1,2015-12-06,2016-01-16,ST01703,CO3083,CL1360,Software Engineer,INTERN,28.89,18829.0,Hyderabad,OFF_CAMPUS,REJECTED,0,2026-01-02 09:06:00
OF10043,1,2022-10-31,2023-01-15,ST00307,CO1009,CL2922,QA Engineer,FTE,6.56,0.0,Bengaluru,REFERRAL,WITHDRAWN,0,2026-01-05 05:29:00
OF10044,1,2017-11-26,2018-02-10,ST00858,CO4500,CL1059,Software Engineer,FTE,26.37,0.0,Pune,ON_CAMPUS,OFFERED,0,2026-01-02 16:14:00
OF10045,1,2021-10-20,2022-01-18,ST01739,CO0217,CL2667,QA Engineer,INTERN,19.31,92347.8,Noida,REFERRAL,OFFERED,0,2026-01-03 16:47:00
OF10046,1,2015-07-13,2015-09-10,ST04915,CO2185,CL1525,QA Engineer,FTE,38.73,0.0,Noida,REFERRAL,OFFERED,0,2026-01-04 23:34:00
OF10047,1,2020-01-17,2020-04-05,ST04263,CO3188,CL1085,Software Engineer,FTE,10.27,0.0,Noida,OFF_CAMPUS,OFFERED,0,2026-01-03 13:00:00
OF10048,1,2019-04-04,2019-05-04,ST03702,CO2452,CL2831,Software Engineer,FTE,26.04,0.0,Hyderabad,ON_CAMPUS,WITHDRAWN,0,2026-01-02 17:17:00
OF10049,1,2023-12-24,2024-02-01,ST02816,CO4767,CL1368,Software Engineer,INTERN,39.85,95123.6,Pune,REFERRAL,OFFERED,0,2026-01-04 03:35:00
OF10050,1,2016-11-13,2017-03-04,ST01673,CO1524,CL0483,QA Engineer,INTERN,27.17,103836.8,Bengaluru,REFERRAL,REJECTED,0,2026-01-03 18:31:00
OF10051,1,2023-09-28,2024-02-23,ST02964,CO2021,CL4057,QA Engineer,FTE,10.75,0.0,Chennai,ON_CAMPUS,JOINED,1,2026-01-04 23:14:00
OF10052,1,2021-10-07,2021-11-20,ST00496,CO3906,CL1907,Software Engineer,FTE,41.51,0.0,Bengaluru,ON_CAMPUS,ACCEPTED,0,2026-01-03 07:50:00
OF10053,1,2019-01-04,2019-04-02,ST01944,CO2597,CL2219,Software Engineer,FTE,19.59,0.0,Bengaluru,OFF_CAMPUS,OFFERED,0,2026-01-05 05:34:00
OF10054,1,2019-03-13,2019-07-05,ST02931,CO0024,CL0935,QA Engineer,INTERN,29.23,38637.1,Bengaluru,OFF_CAMPUS,WITHDRAWN,0,2026-01-04 07:46:00
OF10055,1,2017-11-21,2018-01-21,ST03143,CO2838,CL2333,QA Engineer,FTE,26.23,0.0,Noida,ON_CAMPUS,OFFERED,0,2026-01-03 02:32:00
OF10056,1,2024-05-07,2024-10-21,ST04546,CO1495,CL1316,Data Analyst,INTERN,36.13,84852.8,Noida,ON_CAMPUS,REJECTED,0,2026-01-04 12:04:00
OF10057,1,2021-08-19,2021-11-06,ST04281,CO4073,CL2274,Data Analyst,FTE,28.92,0.0,Noida,ON_CAMPUS,JOINED,1,2026-01-05 07:57:00
OF10058,1,2023-05-11,2023-08-02,ST00981,CO0225,CL1867,Data Analyst,FTE,7.06,0.0,Hyderabad,OFF_CAMPUS,OFFERED,0,2026-01-04 17:44:00
OF10059,1,2022-03-21,2022-06-12,ST04300,CO1634,CL1711,Software Engineer,INTERN,33.09,105356.8,Noida,OFF_CAMPUS,ACCEPTED,0,2026-01-04 06:09:00
OF10060,1,2021-01-25,2021-02-26,ST00376,CO0400,CL4503,QA Engineer,INTERN,24.83,30920.4,Noida,REFERRAL,OFFERED,0,2026-01-05 10:40:00
OF10061,1,2018-01-02,2018-02-20,ST04620,CO4963,CL0144,QA Engineer,FTE,43.46,0.0,Bengaluru,OFF_CAMPUS,JOINED,1,2026-01-01 23:42:00
OF10062,1,2017-08-19,2018-01-21,ST04001,CO4090,CL4335,QA Engineer,FTE,33.15,0.0,Pune,ON_CAMPUS,ACCEPTED,0,2026-01-05 12:03:00
OF10063,1,2020-08-02,2020-11-22,ST03054,CO3043,CL4678,QA Engineer,INTERN,22.92,63164.6,Hyderabad,ON_CAMPUS,JOINED,1,2026-01-03 23:41:00
OF10064,1,2017-04-05,2017-05-30,ST04289,CO0593,CL3321,QA Engineer,INTERN,18.5,115399.8,Hyderabad,OFF_CAMPUS,REJECTED,0,2026-01-03 11:13:00
OF10065,1,2020-10-04,2020-11-12,ST03004,CO0860,CL0112,Software Engineer,INTERN,29.14,112837.2,Chennai,ON_CAMPUS,OFFERED,0,2026-01-02 02:25:00
OF10066,1,2024-06-14,2024-11-04,ST01418,CO0509,CL1877,Software Engineer,FTE,42.1,0.0,Noida,REFERRAL,OFFERED,0,2026-01-01 20:16:00
OF10067,1,2023-11-22,2024-02-19,ST04835,CO1590,CL3205,QA Engineer,FTE,30.25,0.0,Noida,OFF_CAMPUS,ACCEPTED,0,2026-01-03 21:04:00
OF10068,1,2020-01-12,2020-05-28,ST04866,CO3135,CL2316,QA Engineer,INTERN,21.03,63362.6,Bengaluru,ON_CAMPUS,JOINED,1,2026-01-02 17:16:00
OF10069,1,2016-08-24,2016-12-30,ST03096,CO3330,CL4735,QA Engineer,FTE,9.12,0.0,Noida,OFF_CAMPUS,WITHDRAWN,0,2026-01-03 16:38:00
OF10070,1,2018-02-05,2018-05-01,ST03474,CO4071,CL3468,Software Engineer,FTE,40.01,0.0,Bengaluru,ON_CAMPUS,JOINED,1,2026-01-02 19:27:00
OF10071,1,2024-10-23,2025-02-27,ST04036,CO4483,CL0561,Software Engineer,INTERN,43.11,68815.1,Chennai,ON_CAMPUS,WITHDRAWN,0,2026-01-01 21:20:00
OF10072,1,2016-12-30,2017-02-25,ST03619,CO3524,CL2209,QA Engineer,INTERN,22.25,62411.8,Hyderabad,OFF_CAMPUS,ACCEPTED,0,2026-01-04 17:59:00
OF10073,1,2019-08-11,2020-01-09,ST02634,CO0376,CL0428,Software Engineer,FTE,29.16,0.0,Pune,ON_CAMPUS,OFFERED,0,2026-01-04 04:57:00
OF10074,1,2017-01-04,2017-04-27,ST04360,CO0089,CL1030,Software Engineer,INTERN,11.62,78507.3,Pune,ON_CAMPUS,JOINED,1,2026-01-04 08:37:00
OF10075,1,2023-01-01,2023-02-06,ST02531,CO3320,CL4872,QA Engineer,INTERN,31.9,116759.5,Noida,ON_CAMPUS,OFFERED,0,2026-01-02 06:44:00
OF10076,1,2019-05-20,2019-07-11,ST00640,CO2123,CL3109,Data Analyst,INTERN,36.88,90860.5,Bengaluru,REFERRAL,ACCEPTED,0,2026-01-04 05:35:00
OF10077,1,2023-09-02,2024-01-15,ST02299,CO0523,CL4028,Data Analyst,INTERN,41.04,52548.2,Bengaluru,OFF_CAMPUS,JOINED,1,2026-01-04 08:18:00
OF10078,1,2016-03-10,2016-04-26,ST00197,CO0406,CL1348,Software Engineer,INTERN,29.01,110800.5,Pune,ON_CAMPUS,WITHDRAWN,0,2026-01-01 13:04:00
OF10079,1,2022-01-13,2022-05-24,ST04232,CO1569,CL1796,Data Analyst,INTERN,17.49,75268.7,Chennai,REFERRAL,ACCEPTED,0,2026-01-05 03:59:00
OF10080,1,2024-05-14,2024-07-15,ST02766,CO1585,CL1567,Data Analyst,INTERN,7.22,104003.4,Noida,ON_CAMPUS,ACCEPTED,0,2026-01-04 17:38:00
OF10081,1,2018-11-06,2019-03-22,ST01131,CO4090,CL3922,QA Engineer,FTE,22.8,0.0,Pune,OFF_CAMPUS,REJECTED,0,2026-01-01 11:13:00
OF10082,1,2018-04-17,2018-09-11,ST04445,CO3461,CL2862,Software Engineer,FTE,35.32,0.0,Noida,ON_CAMPUS,OFFERED,0,2026-01-03 19:59:00
OF10083,1,2024-07-09,2024-10-19,ST00225,CO0434,CL1867,QA Engineer,FTE,20.74,0.0,Pune,OFF_CAMPUS,JOINED,1,2026-01-05 12:06:00
OF10084,1,2023-08-19,2023-10-04,ST00455,CO4941,CL1401,QA Engineer,FTE,15.58,0.0,Noida,REFERRAL,JOINED,1,2026-01-01 18:23:00
OF10085,1,2015-11-27,2016-05-22,ST00683,CO4780,CL0057,QA Engineer,INTERN,35.76,84175.0,Pune,OFF_CAMPUS,OFFERED,0,2026-01-01 10:15:00
OF10086,1,2020-01-28,2020-06-11,ST00129,CO4817,CL2359,Software Engineer,INTERN,25.42,90500.2,Bengaluru,REFERRAL,ACCEPTED,0,2026-01-03 17:26:00
OF10087,1,2024-06-11,2024-09-09,ST01779,CO2352,CL1301,QA Engineer,FTE,14.63,0.0,Bengaluru,ON_CAMPUS,OFFERED,0,2026-01-04 06:38:00
OF10088,1,2020-12-21,2021-06-14,ST01525,CO1577,CL4696,QA Engineer,FTE,12.92,0.0,Pune,ON_CAMPUS,JOINED,1,2026-01-04 14:54:00
OF10089,1,2024-10-13,2025-01-08,ST03318,CO1523,CL1816,QA Engineer,FTE,5.92,0.0,Chennai,REFERRAL,OFFERED,0,2026-01-04 14:12:00
OF10090,1,2023-03-24,2023-07-17,ST03257,CO0106,CL2378,QA Engineer,FTE,6.78,0.0,Hyderabad,OFF_CAMPUS,OFFERED,0,2026-01-04 13:28:00
OF10091,1,2015-11-09,2016-01-12,ST00581,CO3991,CL0271,Software Engineer,FTE,40.45,0.0,Pune,REFERRAL,JOINED,1,2026-01-04 08:48:00
OF10092,1,2018-08-01,2018-12-22,ST01834,CO1533,CL1408,Software Engineer,FTE,19.82,0.0,Pune,REFERRAL,WITHDRAWN,0,2026-01-03 03:41:00
OF10093,1,2022-02-03,2022-04-02,ST02383,CO4727,CL1735,Software Engineer,INTERN,22.45,81246.9,Chennai,REFERRAL,REJECTED,0,2026-01-04 16:50:00
OF10094,1,2019-11-01,2020-03-13,ST02951,CO2640,CL4387,Software Engineer,INTERN,19.86,36110.3,Chennai,ON_CAMPUS,JOINED,1,2026-01-04 19:13:00
OF10095,1,2023-12-16,2024-05-01,ST01226,CO2701,CL0526,Data Analyst,INTERN,27.39,110860.6,Chennai,ON_CAMPUS,JOINED,1,2026-01-02 06:34:00
OF10096,1,2017-06-01,2017-10-04,ST04610,CO0571,CL3879,Data Analyst,INTERN,17.22,100667.5,Bengaluru,REFERRAL,WITHDRAWN,0,2026-01-04 18:42:00
OF10097,1,2021-10-13,2021-12-30,ST00236,CO4405,CL1640,Software Engineer,INTERN,37.25,105248.8,Pune,OFF_CAMPUS,ACCEPTED,0,2026-01-03 01:04:00
OF10098,1,2022-05-26,2022-07-29,ST00822,CO2123,CL0516,Software Engineer,FTE,29.56,0.0,Pune,REFERRAL,ACCEPTED,0,2026-01-03 13:06:00
OF10099,1,2018-02-15,2018-05-15,ST04288,CO4887,CL0900,Software Engineer,FTE,31.65,0.0,Chennai,OFF_CAMPUS,WITHDRAWN,0,2026-01-05 01:06:00
OF10100,1,2017-10-17,2018-02-08,ST00780,CO1235,CL3694,Data Analyst,INTERN,35.97,116020.4,Bengaluru,ON_CAMPUS,REJECTED,0,2026-01-01 14:15:00
OF10101,1,2017-02-16,2017-06-30,ST00964,CO1227,CL3202,Software Engineer,FTE,15.6,0.0,Pune,REFERRAL,JOINED,1,2026-01-05 13:10:00
OF10102,1,2020-10-06,2020-12-21,ST00350,CO1913,CL3461,QA Engineer,INTERN,14.43,70388.4,Hyderabad,OFF_CAMPUS,JOINED,1,2026-01-04 06:22:00
OF10103,1,2022-08-14,2023-01-26,ST01566,CO4035,CL4661,Software Engineer,FTE,28.62,0.0,Pune,ON_CAMPUS,WITHDRAWN,0,2026-01-05 13:37:00
OF10104,1,2020-09-29,2021-02-06,ST01435,CO3743,CL4390,Data Analyst,FTE,5.78,0.0,Hyderabad,REFERRAL,ACCEPTED,0,2026-01-04 05:26:00
OF10105,1,2024-02-19,2024-07-05,ST02765,CO3426,CL2300,Software Engineer,FTE,36.48,0.0,Hyderabad,REFERRAL,WITHDRAWN,0,2026-01-05 03:39:00
OF10106,1,2025-05-05,2025-10-13,ST03365,CO0267,CL0609,QA Engineer,FTE,16.93,0.0,Hyderabad,REFERRAL,OFFERED,0,2026-01-04 23:56:00
OF10107,1,2020-02-22,2020-04-05,ST04313,CO2548,CL3027,Software Engineer,INTERN,26.45,17388.2,Hyderabad,REFERRAL,WITHDRAWN,0,2026-01-02 02:47:00
OF10108,1,2023-03-20,2023-04-25,ST02792,CO4407,CL2305,Software Engineer,INTERN,28.14,99119.7,Chennai,REFERRAL,OFFERED,0,2026-01-05 07:55:00
OF10109,1,2016-09-28,2016-12-20,ST03959,CO2028,CL3935,Data Analyst,INTERN,20.74,42954.3,Chennai,ON_CAMPUS,OFFERED,0,2026-01-02 23:56:00
OF10110,1,2022-09-11,2022-12-05,ST00654,CO1798,CL0512,Software Engineer,INTERN,36.91,114176.2,Pune,ON_CAMPUS,OFFERED,0,2026-01-04 22:00:00
OF10111,1,2023-04-19,2023-08-24,ST03925,CO1378,CL4289,QA Engineer,INTERN,43.66,92753.4,Hyderabad,REFERRAL,REJECTED,0,2026-01-01 21:31:00
OF10112,1,2017-01-30,2017-07-03,ST01886,CO0668,CL2368,Software Engineer,INTERN,36.91,57100.9,Noida,ON_CAMPUS,REJECTED,0,2026-01-02 07:45:00
OF10113,1,2017-11-03,2017-12-04,ST02666,CO0784,CL0947,QA Engineer,FTE,8.24,0.0,Noida,ON_CAMPUS,OFFERED,0,2026-01-02 22:41:00
OF10114,1,2017-06-03,2017-10-06,ST04407,CO3995,CL0877,Data Analyst,FTE,6.85,0.0,Hyderabad,ON_CAMPUS,REJECTED,0,2026-01-04 18:25:00
OF10115,1,2022-03-05,2022-08-22,ST03109,CO4157,CL1710,Software Engineer,FTE,16.51,0.0,Bengaluru,OFF_CAMPUS,JOINED,1,2026-01-04 22:11:00
OF10116,1,2022-03-27,2022-06-23,ST02244,CO0981,CL4942,QA Engineer,INTERN,43.11,116574.0,Chennai,OFF_CAMPUS,OFFERED,0,2026-01-04 13:34:00
OF10117,1,2020-06-12,2020-11-09,ST03902,CO1501,CL4167,Software Engineer,FTE,37.58,0.0,Bengaluru,OFF_CAMPUS,WITHDRAWN,0,2026-01-04 04:05:00
OF10118,1,2023-02-25,2023-03-29,ST02895,CO2995,CL2015,QA Engineer,FTE,19.11,0.0,Pune,ON_CAMPUS,WITHDRAWN,0,2026-01-03 03:31:00
OF10119,1,2019-06-06,2019-08-29,ST02388,CO3465,CL2243,Software Engineer,FTE,40.14,0.0,Hyderabad,ON_CAMPUS,OFFERED,0,2026-01-02 01:02:00
OF10120,1,2022-01-25,2022-04-19,ST03778,CO3623,CL2862,QA Engineer,INTERN,37.51,38092.1,Hyderabad,REFERRAL,ACCEPTED,0,2026-01-02 10:55:00
OF10121,1,2024-01-17,2024-04-15,ST02588,CO3879,CL3024,Software Engineer,FTE,10.32,0.0,Bengaluru,REFERRAL,REJECTED,0,2026-01-03 13:24:00
