COLLEGE_ID,COLLEGE_NAME,CITY,STATE,COUNTRY,OWNERSHIP,TIER,CATEGORY,ESTABLISHED_DATE,STATUS
CL0970,IIT Delhi Campus 970,Delhi,DL,India,Public,Tier-1,Engineering,1961-01-01,ACTIVE
CL0971,College of Engineering Pune (COEP) Campus 971,Pune,MH,India,Public,Tier-1,Engineering,1854-01-01,ACTIVE
CL0972,Manipal Institute of Technology Campus 972,Manipal,KA,India,Private,Tier-2,Engineering,1957-01-01,ACTIVE
CL0973,IIT Delhi Campus 973,Delhi,DL,India,Public,Tier-1,Engineering,1961-01-01,ACTIVE
CL0974,JNTU Hyderabad Campus 974,Hyderabad,TS,India,Public,Tier-2,Engineering,1972-01-01,ACTIVE
CL0975,JNTU Hyderabad Campus 975,Hyderabad,TS,India,Public,Tier-2,Engineering,1972-01-01,ACTIVE
CL0976,NIT Trichy Campus 976,Tiruchirappalli,TN,India,Public,Tier-1,Engineering,1964-01-01,ACTIVE
CL0977,PSG College of Technology Campus 977,Coimbatore,TN,India,Private,Tier-2,Engineering,1951-01-01,ACTIVE
CL0978,BITS Pilani Campus 978,Pilani,RJ,India,Private,Tier-1,Engineering,1964-01-01,ACTIVE
CL0979,IIT Bombay Campus 979,Mumbai,MH,India,Public,Tier-1,Engineering,1958-01-01,ACTIVE
,,Kolkata,WB,India,Public,Tier-1,Engineering,1955-01-01,ACTIVE
CL0981,Delhi University Campus 981,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL0982,BITS Pilani Campus 982,Pilani,RJ,India,Private,Tier-1,Engineering,1964-01-01,ACTIVE
CL0983,College of Engineering Pune (COEP) Campus 983,Pune,MH,India,Public,Tier-1,Engineering,1854-01-01,ACTIVE
CL0984,SRM Institute of Science and Technology Campus 984,Kattankulathur,TN,India,Private,Tier-1,Engineering,1985-01-01,ACTIVE
CL0985,Anna University - CEG Campus 985,Chennai,TN,India,Public,Tier-1,Engineering,1978-01-01,ACTIVE
CL0986,Amity University Campus 986,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL0987,Manipal Institute of Technology Campus 987,Manipal,KA,India,Private,Tier-2,Engineering,1957-01-01,ACTIVE
CL0988,IIT Madras Campus 988,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL0989,Delhi University Campus 989,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL0990,BITS Pilani Campus 990,Pilani,RJ,India,Private,Tier-1,Engineering,1964-01-01,ACTIVE
CL0991,IIT Madras Campus 991,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL0992,PSG College of Technology Campus 992,Coimbatore,TN,India,Private,Tier-2,Engineering,1951-01-01,ACTIVE
CL0993,VIT Vellore Campus 993,Vellore,TN,India,Private,Tier-1,Engineering,1984-01-01,ACTIVE
CL0994,Delhi University Campus 994,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL0995,IIT Madras Campus 995,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL0996,IIT Delhi Campus 996,Delhi,DL,India,Public,Tier-1,Engineering,1961-01-01,ACTIVE
,,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
,,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL0999,Delhi University Campus 999,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL1000,JNTU Hyderabad Campus 1000,Hyderabad,TS,India,Public,Tier-2,Engineering,1972-01-01,ACTIVE
CL1001,Amity University Campus 1001,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1002,Manipal Institute of Technology Campus 1002,Manipal,KA,India,Private,Tier-2,Engineering,1957-01-01,ACTIVE
CL1003,NIT Trichy Campus 1003,Tiruchirappalli,TN,India,Public,Tier-1,Engineering,1964-01-01,ACTIVE
CL1004,PSG College of Technology Campus 1004,Coimbatore,TN,India,Private,Tier-2,Engineering,1951-01-01,ACTIVE
CL1005,JNTU Hyderabad Campus 1005,Hyderabad,TS,India,Public,Tier-2,Engineering,1972-01-01,ACTIVE
CL1006,Anna University - CEG Campus 1006,Chennai,TN,India,Public,Tier-1,Engineering,1978-01-01,ACTIVE
,,Delhi,DL,India,Public,Tier-1,Engineering,1961-01-01,ACTIVE
CL1008,VIT Vellore Campus 1008,Vellore,TN,India,Private,Tier-1,Engineering,1984-01-01,ACTIVE
CL1009,NIT Trichy Campus 1009,Tiruchirappalli,TN,India,Public,Tier-1,Engineering,1964-01-01,ACTIVE
CL1010,Jadavpur University Campus 1010,Kolkata,WB,India,Public,Tier-1,Engineering,1955-01-01,ACTIVE
CL1011,IIT Madras Campus 1011,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL1012,IIT Madras Campus 1012,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL1013,NIT Trichy Campus 1013,Tiruchirappalli,TN,India,Public,Tier-1,Engineering,1964-01-01,ACTIVE
CL1014,College of Engineering Pune (COEP) Campus 1014,Pune,MH,India,Public,Tier-1,Engineering,1854-01-01,ACTIVE
CL1015,NIT Trichy Campus 1015,Tiruchirappalli,TN,India,Public,Tier-1,Engineering,1964-01-01,ACTIVE
CL1016,VIT Vellore Campus 1016,Vellore,TN,India,Private,Tier-1,Engineering,1984-01-01,ACTIVE
CL1017,SRM Institute of Science and Technology Campus 1017,Kattankulathur,TN,India,Private,Tier-1,Engineering,1985-01-01,ACTIVE
CL1018,SRM Institute of Science and Technology Campus 1018,Kattankulathur,TN,India,Private,Tier-1,Engineering,1985-01-01,ACTIVE
CL1019,VIT Vellore Campus 1019,Vellore,TN,India,Private,Tier-1,Engineering,1984-01-01,ACTIVE
CL1020,PSG College of Technology Campus 1020,Coimbatore,TN,India,Private,Tier-2,Engineering,1951-01-01,ACTIVE
CL1021,VIT Vellore Campus 1021,Vellore,TN,India,Private,Tier-1,Engineering,1984-01-01,ACTIVE
CL1022,IIT Bombay Campus 1022,Mumbai,MH,India,Public,Tier-1,Engineering,1958-01-01,ACTIVE
CL1023,BITS Pilani Campus 1023,Pilani,RJ,India,Private,Tier-1,Engineering,1964-01-01,ACTIVE
CL1024,IIT Madras Campus 1024,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL1025,JNTU Hyderabad Campus 1025,Hyderabad,TS,India,Public,Tier-2,Engineering,1972-01-01,ACTIVE
CL1026,Jadavpur University Campus 1026,Kolkata,WB,India,Public,Tier-1,Engineering,1955-01-01,ACTIVE
CL1027,JNTU Hyderabad Campus 1027,Hyderabad,TS,India,Public,Tier-2,Engineering,1972-01-01,ACTIVE
CL1028,NIT Trichy Campus 1028,Tiruchirappalli,TN,India,Public,Tier-1,Engineering,1964-01-01,ACTIVE
CL1029,Delhi University Campus 1029,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL1030,Manipal Institute of Technology Campus 1030,Manipal,KA,India,Private,Tier-2,Engineering,1957-01-01,ACTIVE
CL1031,Anna University - CEG Campus 1031,Chennai,TN,India,Public,Tier-1,Engineering,1978-01-01,ACTIVE
CL1032,JNTU Hyderabad Campus 1032,Hyderabad,TS,India,Public,Tier-2,Engineering,1972-01-01,ACTIVE
CL1033,VIT Vellore Campus 1033,Vellore,TN,India,Private,Tier-1,Engineering,1984-01-01,ACTIVE
CL1034,JNTU Hyderabad Campus 1034,Hyderabad,TS,India,Public,Tier-2,Engineering,1972-01-01,ACTIVE
CL1035,Manipal Institute of Technology Campus 1035,Manipal,KA,India,Private,Tier-2,Engineering,1957-01-01,ACTIVE
CL1036,VIT Vellore Campus 1036,Vellore,TN,India,Private,Tier-1,Engineering,1984-01-01,ACTIVE
CL1037,Manipal Institute of Technology Campus 1037,Manipal,KA,India,Private,Tier-2,Engineering,1957-01-01,ACTIVE
CL1038,Anna University - CEG Campus 1038,Chennai,TN,India,Public,Tier-1,Engineering,1978-01-01,ACTIVE
CL1039,IIT Madras Campus 1039,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL1040,Jadavpur University Campus 1040,Kolkata,WB,India,Public,Tier-1,Engineering,1955-01-01,ACTIVE
CL1041,BITS Pilani Campus 1041,Pilani,RJ,India,Private,Tier-1,Engineering,1964-01-01,ACTIVE
,,Tiruchirappalli,TN,India,Public,Tier-1,Engineering,1964-01-01,ACTIVE
CL1043,SRM Institute of Science and Technology Campus 1043,Kattankulathur,TN,India,Private,Tier-1,Engineering,1985-01-01,ACTIVE
CL1044,IIT Bombay Campus 1044,Mumbai,MH,India,Public,Tier-1,Engineering,1958-01-01,ACTIVE
CL1045,IIT Bombay Campus 1045,Mumbai,MH,India,Public,Tier-1,Engineering,1958-01-01,ACTIVE
CL1046,Manipal Institute of Technology Campus 1046,Manipal,KA,India,Private,Tier-2,Engineering,1957-01-01,ACTIVE
CL1047,JNTU Hyderabad Campus 1047,Hyderabad,TS,India,Public,Tier-2,Engineering,1972-01-01,ACTIVE
CL1048,PSG College of Technology Campus 1048,Coimbatore,TN,India,Private,Tier-2,Engineering,1951-01-01,ACTIVE
CL1049,PSG College of Technology Campus 1049,Coimbatore,TN,India,Private,Tier-2,Engineering,1951-01-01,ACTIVE
CL1050,IIT Madras Campus 1050,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL1051,Anna University - CEG Campus 1051,Chennai,TN,India,Public,Tier-1,Engineering,1978-01-01,ACTIVE
CL1052,Anna University - CEG Campus 1052,Chennai,TN,India,Public,Tier-1,Engineering,1978-01-01,ACTIVE
CL1053,College of Engineering Pune (COEP) Campus 1053,Pune,MH,India,Public,Tier-1,Engineering,1854-01-01,ACTIVE
CL1054,PSG College of Technology Campus 1054,Coimbatore,TN,India,Private,Tier-2,Engineering,1951-01-01,ACTIVE
CL1055,BITS Pilani Campus 1055,Pilani,RJ,India,Private,Tier-1,Engineering,1964-01-01,ACTIVE
CL1056,IIT Madras Campus 1056,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL1057,IIT Madras Campus 1057,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL1058,SRM Institute of Science and Technology Campus 1058,Kattankulathur,TN,India,Private,Tier-1,Engineering,1985-01-01,ACTIVE
CL1059,Amity University Campus 1059,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1060,IIT Madras Campus 1060,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL1061,IIT Delhi Campus 1061,Delhi,DL,India,Public,Tier-1,Engineering,1961-01-01,ACTIVE
CL1062,VIT Vellore Campus 1062,Vellore,TN,India,Private,Tier-1,Engineering,1984-01-01,ACTIVE
CL1063,IIT Madras Campus 1063,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL1064,BITS Pilani Campus 1064,Pilani,RJ,India,Private,Tier-1,Engineering,1964-01-01,ACTIVE
,,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL1066,Amity University Campus 1066,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1067,Amity University Campus 1067,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1068,IIT Madras Campus 1068,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL1069,VIT Vellore Campus 1069,Vellore,TN,India,Private,Tier-1,Engineering,1984-01-01,ACTIVE
CL1070,College of Engineering Pune (COEP) Campus 1070,Pune,MH,India,Public,Tier-1,Engineering,1854-01-01,ACTIVE
CL1071,College of Engineering Pune (COEP) Campus 1071,Pune,MH,India,Public,Tier-1,Engineering,1854-01-01,ACTIVE
CL1072,Jadavpur University Campus 1072,Kolkata,WB,India,Public,Tier-1,Engineering,1955-01-01,ACTIVE
CL1073,IIT Madras Campus 1073,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL1074,Delhi University Campus 1074,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
,,Mumbai,MH,India,Public,Tier-1,Engineering,1958-01-01,ACTIVE
CL1076,Jadavpur University Campus 1076,Kolkata,WB,India,Public,Tier-1,Engineering,1955-01-01,ACTIVE
CL1077,IIT Delhi Campus 1077,Delhi,DL,India,Public,Tier-1,Engineering,1961-01-01,ACTIVE
CL1078,IIT Bombay Campus 1078,Mumbai,MH,India,Public,Tier-1,Engineering,1958-01-01,ACTIVE
CL1079,IIT Delhi Campus 1079,Delhi,DL,India,Public,Tier-1,Engineering,1961-01-01,ACTIVE
CL1080,VIT Vellore Campus 1080,Vellore,TN,India,Private,Tier-1,Engineering,1984-01-01,ACTIVE
CL1081,Manipal Institute of Technology Campus 1081,Manipal,KA,India,Private,Tier-2,Engineering,1957-01-01,ACTIVE
CL1082,Jadavpur University Campus 1082,Kolkata,WB,India,Public,Tier-1,Engineering,1955-01-01,ACTIVE
CL1083,IIT Madras Campus 1083,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL1084,IIT Bombay Campus 1084,Mumbai,MH,India,Public,Tier-1,Engineering,1958-01-01,ACTIVE
CL1085,JNTU Hyderabad Campus 1085,Hyderabad,TS,India,Public,Tier-2,Engineering,1972-01-01,ACTIVE
CL1086,Jadavpur University Campus 1086,Kolkata,WB,India,Public,Tier-1,Engineering,1955-01-01,ACTIVE
CL1087,Amity University Campus 1087,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1088,IIT Bombay Campus 1088,Mumbai,MH,India,Public,Tier-1,Engineering,1958-01-01,ACTIVE
CL1089,Delhi University Campus 1089,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL1090,IIT Bombay Campus 1090,Mumbai,MH,India,Public,Tier-1,Engineering,1958-01-01,ACTIVE
CL1091,BITS Pilani Campus 1091,Pilani,RJ,India,Private,Tier-1,Engineering,1964-01-01,ACTIVE
CL1092,BITS Pilani Campus 1092,Pilani,RJ,India,Private,Tier-1,Engineering,1964-01-01,ACTIVE
CL1093,BITS Pilani Campus 1093,Pilani,RJ,India,Private,Tier-1,Engineering,1964-01-01,ACTIVE
CL1094,NIT Trichy Campus 1094,Tiruchirappalli,TN,India,Public,Tier-1,Engineering,1964-01-01,ACTIVE
CL1095,PSG College of Technology Campus 1095,Coimbatore,TN,India,Private,Tier-2,Engineering,1951-01-01,ACTIVE
CL1096,VIT Vellore Campus 1096,Vellore,TN,India,Private,Tier-1,Engineering,1984-01-01,ACTIVE
CL1097,Amity University Campus 1097,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1098,SRM Institute of Science and Technology Campus 1098,Kattankulathur,TN,India,Private,Tier-1,Engineering,1985-01-01,ACTIVE
CL1099,Delhi University Campus 1099,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL1100,IIT Madras Campus 1100,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL1101,JNTU Hyderabad Campus 1101,Hyderabad,TS,India,Public,Tier-2,Engineering,1972-01-01,ACTIVE
CL1102,Amity University Campus 1102,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1103,JNTU Hyderabad Campus 1103,Hyderabad,TS,India,Public,Tier-2,Engineering,1972-01-01,ACTIVE
CL1104,Jadavpur University Campus 1104,Kolkata,WB,India,Public,Tier-1,Engineering,1955-01-01,ACTIVE
CL1105,IIT Madras Campus 1105,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL1106,Manipal Institute of Technology Campus 1106,Manipal,KA,India,Private,Tier-2,Engineering,1957-01-01,ACTIVE
CL1107,PSG College of Technology Campus 1107,Coimbatore,TN,India,Private,Tier-2,Engineering,1951-01-01,ACTIVE
CL1108,IIT Madras Campus 1108,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL1109,VIT Vellore Campus 1109,Vellore,TN,India,Private,Tier-1,Engineering,1984-01-01,ACTIVE
CL1110,Delhi University Campus 1110,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL1111,IIT Madras Campus 1111,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL1112,PSG College of Technology Campus 1112,Coimbatore,TN,India,Private,Tier-2,Engineering,1951-01-01,ACTIVE
CL1113,SRM Institute of Science and Technology Campus 1113,Kattankulathur,TN,India,Private,Tier-1,Engineering,1985-01-01,ACTIVE
CL1114,VIT Vellore Campus 1114,Vellore,TN,India,Private,Tier-1,Engineering,1984-01-01,ACTIVE
CL1115,Delhi University Campus 1115,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL1116,IIT Madras Campus 1116,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL1117,BITS Pilani Campus 1117,Pilani,RJ,India,Private,Tier-1,Engineering,1964-01-01,ACTIVE
CL1118,Delhi University Campus 1118,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL1119,BITS Pilani Campus 1119,Pilani,RJ,India,Private,Tier-1,Engineering,1964-01-01,ACTIVE
CL1120,Anna University - CEG Campus 1120,Chennai,TN,India,Public,Tier-1,Engineering,1978-01-01,ACTIVE
CL1121,Manipal Institute of Technology Campus 1121,Manipal,KA,India,Private,Tier-2,Engineering,1957-01-01,ACTIVE
CL1122,JNTU Hyderabad Campus 1122,Hyderabad,TS,India,Public,Tier-2,Engineering,1972-01-01,ACTIVE
CL1123,Manipal Institute of Technology Campus 1123,Manipal,KA,India,Private,Tier-2,Engineering,1957-01-01,ACTIVE
CL1124,VIT Vellore Campus 1124,Vellore,TN,India,Private,Tier-1,Engineering,1984-01-01,ACTIVE
CL1125,PSG College of Technology Campus 1125,Coimbatore,TN,India,Private,Tier-2,Engineering,1951-01-01,ACTIVE
CL1126,Delhi University Campus 1126,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL1127,Amity University Campus 1127,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1128,IIT Bombay Campus 1128,Mumbai,MH,India,Public,Tier-1,Engineering,1958-01-01,ACTIVE
CL1129,VIT Vellore Campus 1129,Vellore,TN,India,Private,Tier-1,Engineering,1984-01-01,ACTIVE
CL1130,IIT Delhi Campus 1130,Delhi,DL,India,Public,Tier-1,Engineering,1961-01-01,ACTIVE
CL1131,IIT Bombay Campus 1131,Mumbai,MH,India,Public,Tier-1,Engineering,1958-01-01,ACTIVE
CL1132,SRM Institute of Science and Technology Campus 1132,Kattankulathur,TN,India,Private,Tier-1,Engineering,1985-01-01,ACTIVE
CL1133,BITS Pilani Campus 1133,Pilani,RJ,India,Private,Tier-1,Engineering,1964-01-01,ACTIVE
CL1134,IIT Delhi Campus 1134,Delhi,DL,India,Public,Tier-1,Engineering,1961-01-01,ACTIVE
CL1135,PSG College of Technology Campus 1135,Coimbatore,TN,India,Private,Tier-2,Engineering,1951-01-01,ACTIVE
CL1136,Delhi University Campus 1136,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL1137,NIT Trichy Campus 1137,Tiruchirappalli,TN,India,Public,Tier-1,Engineering,1964-01-01,ACTIVE
CL1138,IIT Delhi Campus 1138,Delhi,DL,India,Public,Tier-1,Engineering,1961-01-01,ACTIVE
CL1139,Amity University Campus 1139,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1140,PSG College of Technology Campus 1140,Coimbatore,TN,India,Private,Tier-2,Engineering,1951-01-01,ACTIVE
CL1141,Amity University Campus 1141,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1142,VIT Vellore Campus 1142,Vellore,TN,India,Private,Tier-1,Engineering,1984-01-01,ACTIVE
CL1143,Anna University - CEG Campus 1143,Chennai,TN,India,Public,Tier-1,Engineering,1978-01-01,ACTIVE
CL1144,VIT Vellore Campus 1144,Vellore,TN,India,Private,Tier-1,Engineering,1984-01-01,ACTIVE
CL1145,Amity University Campus 1145,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1146,Amity University Campus 1146,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1147,Delhi University Campus 1147,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL1148,IIT Delhi Campus 1148,Delhi,DL,India,Public,Tier-1,Engineering,1961-01-01,ACTIVE
CL1149,Amity University Campus 1149,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1150,IIT Bombay Campus 1150,Mumbai,MH,India,Public,Tier-1,Engineering,1958-01-01,ACTIVE
CL1151,Anna University - CEG Campus 1151,Chennai,TN,India,Public,Tier-1,Engineering,1978-01-01,ACTIVE
CL1152,College of Engineering Pune (COEP) Campus 1152,Pune,MH,India,Public,Tier-1,Engineering,1854-01-01,ACTIVE
,,Pilani,RJ,India,Private,Tier-1,Engineering,1964-01-01,ACTIVE
CL1154,IIT Bombay Campus 1154,Mumbai,MH,India,Public,Tier-1,Engineering,1958-01-01,ACTIVE
CL1155,PSG College of Technology Campus 1155,Coimbatore,TN,India,Private,Tier-2,Engineering,1951-01-01,ACTIVE
CL1156,Amity University Campus 1156,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1157,Anna University - CEG Campus 1157,Chennai,TN,India,Public,Tier-1,Engineering,1978-01-01,ACTIVE
CL1158,Amity University Campus 1158,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1159,College of Engineering Pune (COEP) Campus 1159,Pune,MH,India,Public,Tier-1,Engineering,1854-01-01,ACTIVE
CL1160,Amity University Campus 1160,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1161,Jadavpur University Campus 1161,Kolkata,WB,India,Public,Tier-1,Engineering,1955-01-01,ACTIVE
CL1162,IIT Delhi Campus 1162,Delhi,DL,India,Public,Tier-1,Engineering,1961-01-01,ACTIVE
CL1163,IIT Delhi Campus 1163,Delhi,DL,India,Public,Tier-1,Engineering,1961-01-01,ACTIVE
CL1164,IIT Delhi Campus 1164,Delhi,DL,India,Public,Tier-1,Engineering,1961-01-01,ACTIVE
CL1165,Manipal Institute of Technology Campus 1165,Manipal,KA,India,Private,Tier-2,Engineering,1957-01-01,ACTIVE
CL1166,PSG College of Technology Campus 1166,Coimbatore,TN,India,Private,Tier-2,Engineering,1951-01-01,ACTIVE
CL1167,Manipal Institute of Technology Campus 1167,Manipal,KA,India,Private,Tier-2,Engineering,1957-01-01,ACTIVE
CL1168,NIT Trichy Campus 1168,Tiruchirappalli,TN,India,Public,Tier-1,Engineering,1964-01-01,ACTIVE
CL1169,JNTU Hyderabad Campus 1169,Hyderabad,TS,India,Public,Tier-2,Engineering,1972-01-01,ACTIVE
CL1170,Amity University Campus 1170,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1171,Jadavpur University Campus 1171,Kolkata,WB,India,Public,Tier-1,Engineering,1955-01-01,ACTIVE
CL1172,Jadavpur University Campus 1172,Kolkata,WB,India,Public,Tier-1,Engineering,1955-01-01,ACTIVE
CL1173,IIT Delhi Campus 1173,Delhi,DL,India,Public,Tier-1,Engineering,1961-01-01,ACTIVE
CL1174,Jadavpur University Campus 1174,Kolkata,WB,India,Public,Tier-1,Engineering,1955-01-01,ACTIVE
CL1175,College of Engineering Pune (COEP) Campus 1175,Pune,MH,India,Public,Tier-1,Engineering,1854-01-01,ACTIVE
CL1176,NIT Trichy Campus 1176,Tiruchirappalli,TN,India,Public,Tier-1,Engineering,1964-01-01,ACTIVE
CL1177,Delhi University Campus 1177,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL1178,IIT Bombay Campus 1178,Mumbai,MH,India,Public,Tier-1,Engineering,1958-01-01,ACTIVE
CL1179,Anna University - CEG Campus 1179,Chennai,TN,India,Public,Tier-1,Engineering,1978-01-01,ACTIVE
CL1180,PSG College of Technology Campus 1180,Coimbatore,TN,India,Private,Tier-2,Engineering,1951-01-01,ACTIVE
CL1181,Jadavpur University Campus 1181,Kolkata,WB,India,Public,Tier-1,Engineering,1955-01-01,ACTIVE
CL1182,Anna University - CEG Campus 1182,Chennai,TN,India,Public,Tier-1,Engineering,1978-01-01,ACTIVE
CL1183,JNTU Hyderabad Campus 1183,Hyderabad,TS,India,Public,Tier-2,Engineering,1972-01-01,ACTIVE
CL1184,NIT Trichy Campus 1184,Tiruchirappalli,TN,India,Public,Tier-1,Engineering,1964-01-01,ACTIVE
CL1185,SRM Institute of Science and Technology Campus 1185,Kattankulathur,TN,India,Private,Tier-1,Engineering,1985-01-01,ACTIVE
CL1186,College of Engineering Pune (COEP) Campus 1186,Pune,MH,India,Public,Tier-1,Engineering,1854-01-01,ACTIVE
CL1187,Anna University - CEG Campus 1187,Chennai,TN,India,Public,Tier-1,Engineering,1978-01-01,ACTIVE
CL1188,Jadavpur University Campus 1188,Kolkata,WB,India,Public,Tier-1,Engineering,1955-01-01,ACTIVE
CL1189,IIT Delhi Campus 1189,Delhi,DL,India,Public,Tier-1,Engineering,1961-01-01,ACTIVE
CL1190,Delhi University Campus 1190,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL1191,College of Engineering Pune (COEP) Campus 1191,Pune,MH,India,Public,Tier-1,Engineering,1854-01-01,ACTIVE
CL1192,Anna University - CEG Campus 1192,Chennai,TN,India,Public,Tier-1,Engineering,1978-01-01,ACTIVE
CL1193,IIT Bombay Campus 1193,Mumbai,MH,India,Public,Tier-1,Engineering,1958-01-01,ACTIVE
CL1194,IIT Madras Campus 1194,Chennai,TN,India,Public,Tier-1,Engineering,1959-01-01,ACTIVE
CL1195,Amity University Campus 1195,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1196,NIT Trichy Campus 1196,Tiruchirappalli,TN,India,Public,Tier-1,Engineering,1964-01-01,ACTIVE
CL1197,IIT Delhi Campus 1197,Delhi,DL,India,Public,Tier-1,Engineering,1961-01-01,ACTIVE
CL1198,IIT Bombay Campus 1198,Mumbai,MH,India,Public,Tier-1,Engineering,1958-01-01,ACTIVE
CL1199,VIT Vellore Campus 1199,Vellore,TN,India,Private,Tier-1,Engineering,1984-01-01,ACTIVE
CL1200,Delhi University Campus 1200,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL1201,Amity University Campus 1201,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
CL1202,Jadavpur University Campus 1202,Kolkata,WB,India,Public,Tier-1,Engineering,1955-01-01,ACTIVE
CL1203,College of Engineering Pune (COEP) Campus 1203,Pune,MH,India,Public,Tier-1,Engineering,1854-01-01,ACTIVE
CL1204,IIT Bombay Campus 1204,Mumbai,MH,India,Public,Tier-1,Engineering,1958-01-01,ACTIVE
CL1205,SRM Institute of Science and Technology Campus 1205,Kattankulathur,TN,India,Private,Tier-1,Engineering,1985-01-01,ACTIVE
CL1206,Anna University - CEG Campus 1206,Chennai,TN,India,Public,Tier-1,Engineering,1978-01-01,ACTIVE
CL1207,NIT Trichy Campus 1207,Tiruchirappalli,TN,India,Public,Tier-1,Engineering,1964-01-01,ACTIVE
CL1208,PSG College of Technology Campus 1208,Coimbatore,TN,India,Private,Tier-2,Engineering,1951-01-01,ACTIVE
CL1209,BITS Pilani Campus 1209,Pilani,RJ,India,Private,Tier-1,Engineering,1964-01-01,ACTIVE
CL1210,JNTU Hyderabad Campus 1210,Hyderabad,TS,India,Public,Tier-2,Engineering,1972-01-01,ACTIVE
CL1211,Delhi University Campus 1211,Delhi,DL,India,Public,Tier-1,University,1922-01-01,ACTIVE
CL1212,Amity University Campus 1212,Noida,UP,India,Private,Tier-2,University,2005-01-01,ACTIVE
