OFFER_ID,OFFER_LINE_ID,OFFER_DATE,EXPECTED_JOIN_DATE,STUDENT_ID,COMPANY_ID,COLLEGE_ID,ROLE_TITLE,OFFER_LEVEL,CTC_LPA,MONTHLY_STIPEND,JOB_CITY,HIRING_MODE,OFFER_STATUS,IS_JOINED,UPDATED_AT
OF001032,OL3,2016-11-09,2017-03-21,ST02396,CO6933,CL4393,Associate,L2,25.9,24901.0,Bangalore,OnCampus,Offered,0,2016-05-26 00:00:00
OF001033,OL2,2019-03-23,2020-03-11,ST00900,CO0419,CL7582,Associate,L2,19.93,46299.0,Bangalore,OffCampus,Offered,1,2019-06-14 00:00:00
OF001034,OL2,2023-12-12,2024-09-30,ST00270,CO7564,CL8475,Associate,L1,3.86,45433.0,Chennai,OnCampus,Offered,0,2023-12-23 00:00:00
OF001035,OL1,2024-10-18,2025-11-13,ST08941,CO3069,CL3037,Software Engineer,L1,21.66,39956.0,Mumbai,OffCampus,Joined,1,2024-08-08 00:00:00
OF001036,OL2,2017-07-21,2018-06-18,ST05390,CO7708,CL7484,Analyst,L2,15.3,19092.0,Chennai,OnCampus,Accepted,1,2017-10-22 00:00:00
OF001037,OL2,2017-07-13,2018-07-31,ST02108,CO5413,CL0738,Associate,L2,18.11,48096.0,Hyderabad,OffCampus,Joined,0,2017-10-18 00:00:00
OF001038,OL1,2016-01-27,2017-03-07,ST02183,CO8336,CL4204,Analyst,L1,27.94,36602.0,Hyderabad,OnCampus,Joined,1,2016-11-11 00:00:00
OF001039,OL1,2021-05-10,2022-08-10,ST06877,CO9976,CL2973,Analyst,L3,20.34,38367.0,Mumbai,OffCampus,Joined,1,2021-09-15 00:00:00
OF001040,OL1,2017-04-28,2018-08-04,ST06524,CO7095,CL7929,Analyst,L1,5.79,38628.0,Bangalore,OnCampus,Accepted,0,2017-06-02 00:00:00
OF001041,OL1,2016-01-24,2017-01-23,ST08653,CO8426,CL9529,Associate,L3,5.6,15436.0,Mumbai,OnCampus,Joined,0,2016-10-23 00:00:00
OF001042,OL2,2022-12-09,2023-10-26,ST06523,CO4066,CL4989,Associate,L1,16.48,37999.0,Mumbai,OnCampus,Offered,1,2022-09-01 00:00:00
OF001043,OL1,2025-06-26,2026-06-19,ST02115,CO1551,CL1427,Associate,L2,27.2,34419.0,Chennai,OnCampus,Joined,1,2025-07-13 00:00:00
OF001044,OL3,2017-12-18,2018-02-08,ST05752,CO7577,CL0479,Software Engineer,L3,29.56,10384.0,Hyderabad,OnCampus,Offered,0,2017-12-01 00:00:00
OF001045,OL1,2020-12-20,2021-07-03,ST08653,CO8756,CL4364,Associate,L1,3.09,40147.0,Hyderabad,OffCampus,Joined,0,2020-06-07 00:00:00
OF001046,OL1,2025-12-24,2026-11-30,ST06865,CO8668,CL1054,Software Engineer,L1,22.2,14213.0,Chennai,OffCampus,Offered,1,2025-03-18 00:00:00
OF001047,OL3,2016-09-14,2017-08-03,ST09534,CO4031,CL0154,Associate,L3,18.59,27636.0,Hyderabad,OnCampus,Offered,1,2016-07-10 00:00:00
OF001048,OL3,2021-11-12,2022-04-23,ST05329,CO3039,CL1296,Analyst,L2,5.77,41977.0,Mumbai,OffCampus,Accepted,1,2021-11-15 00:00:00
OF001049,OL2,2017-02-12,2018-08-13,ST05294,CO6316,CL0767,Software Engineer,L2,14.3,13297.0,Hyderabad,OnCampus,Joined,1,2017-02-03 00:00:00
OF001050,OL2,2023-09-06,2024-10-07,ST08038,CO5754,CL4981,Analyst,L3,21.25,14131.0,Bangalore,OffCampus,Accepted,1,2023-07-28 00:00:00
OF001051,OL3,2018-09-18,2019-07-06,ST03937,CO6696,CL3295,Software Engineer,L3,8.88,46227.0,Bangalore,OffCampus,Accepted,1,2018-03-04 00:00:00
OF001052,OL2,2021-04-25,2022-02-04,ST02560,CO7074,CL3526,Software Engineer,L3,5.97,29058.0,Mumbai,OffCampus,Offered,0,2021-09-22 00:00:00
OF001053,OL2,2024-07-20,2025-09-10,ST00682,CO8457,CL6873,Analyst,L1,10.05,26773.0,Hyderabad,OffCampus,Joined,0,2024-10-08 00:00:00
OF001054,OL1,2021-03-14,2022-02-16,ST04330,CO1324,CL6232,Analyst,L3,25.52,35806.0,Mumbai,OffCampus,Joined,1,2021-11-21 00:00:00
OF001055,OL3,2017-05-12,2018-07-05,ST04340,CO6499,CL8709,Analyst,L1,17.09,48014.0,Chennai,OnCampus,Joined,1,2017-10-14 00:00:00
OF001056,OL3,2016-04-25,2017-11-22,ST06720,CO3995,CL5813,Associate,L3,16.22,17766.0,Hyderabad,OnCampus,Accepted,0,2016-09-06 00:00:00
OF001057,OL1,2025-06-26,2026-10-20,ST07080,CO1859,CL8755,Software Engineer,L3,21.23,39983.0,Mumbai,OnCampus,Joined,0,2025-05-20 00:00:00
OF001058,OL1,2025-08-18,2026-05-04,ST08260,CO2865,CL5899,Analyst,L1,12.83,42832.0,Hyderabad,OnCampus,Joined,0,2025-02-15 00:00:00
OF001059,OL2,2016-02-26,2017-02-03,ST03007,CO8879,CL7475,Software Engineer,L2,7.55,28652.0,Bangalore,OffCampus,Accepted,1,2016-10-03 00:00:00
OF001060,OL3,2018-06-13,2019-01-10,ST01509,CO5333,CL3208,Analyst,L2,10.68,18954.0,Mumbai,OnCampus,Joined,1,2018-07-28 00:00:00
OF001061,OL1,2018-04-16,2019-03-29,ST07099,CO1265,CL4872,Associate,L1,24.59,17442.0,Bangalore,OffCampus,Offered,0,2018-09-11 00:00:00
OF001062,OL3,2016-10-11,2017-12-09,ST09288,CO5323,CL7813,Analyst,L1,11.93,48030.0,Mumbai,OffCampus,Accepted,0,2016-10-18 00:00:00
OF001063,OL3,2022-09-08,2023-11-19,ST05004,CO8988,CL1980,Analyst,L3,13.21,14951.0,Hyderabad,OnCampus,Offered,1,2022-08-05 00:00:00
OF001064,OL2,2025-07-24,2026-11-04,ST06588,CO9877,CL4096,Software Engineer,L2,3.48,15739.0,Bangalore,OffCampus,Offered,1,2025-11-16 00:00:00
OF001065,OL3,2023-04-04,2024-08-07,ST02653,CO1356,CL0799,Associate,L3,11.06,29625.0,Hyderabad,OffCampus,Accepted,1,2023-08-01 00:00:00
OF001066,OL2,2025-04-17,2026-09-28,ST09364,CO7448,CL5587,Software Engineer,L3,25.85,29218.0,Bangalore,OffCampus,Offered,1,2025-11-15 00:00:00
OF001067,OL1,2017-06-12,2018-05-01,ST03462,CO5808,CL7052,Analyst,L1,25.63,40930.0,Hyderabad,OnCampus,Offered,0,2017-04-12 00:00:00
OF001068,OL3,2017-12-08,2018-12-04,ST03929,CO1002,CL8085,Associate,L3,7.61,39368.0,Mumbai,OnCampus,Accepted,0,2017-04-20 00:00:00
OF001069,OL2,2022-07-08,2023-09-05,ST09382,CO0951,CL1173,Software Engineer,L3,14.81,24394.0,Hyderabad,OnCampus,Accepted,0,2022-07-06 00:00:00
OF001070,OL3,2016-11-13,2017-06-14,ST05370,CO1199,CL0879,Analyst,L1,23.69,14715.0,Chennai,OffCampus,Joined,0,2016-04-25 00:00:00
OF001071,OL3,2016-11-18,2017-11-07,ST00181,CO6392,CL3601,Analyst,L2,16.82,43475.0,Bangalore,OnCampus,Joined,0,2016-04-18 00:00:00
OF001072,OL1,2019-03-12,2020-11-15,ST03189,CO5965,CL1087,Associate,L2,8.93,19737.0,Hyderabad,OnCampus,Offered,0,2019-11-11 00:00:00
OF001073,OL2,2017-04-25,2018-06-21,ST00642,CO3417,CL3701,Analyst,L1,23.2,22874.0,Chennai,OffCampus,Joined,0,2017-03-21 00:00:00
OF001074,OL2,2024-11-09,2025-02-20,ST09769,CO2001,CL4048,Analyst,L2,17.65,30778.0,Mumbai,OnCampus,Joined,0,2024-01-14 00:00:00
OF001075,OL1,2018-11-25,2019-04-15,ST09965,CO1089,CL1822,Associate,L2,10.23,11943.0,Chennai,OnCampus,Joined,1,2018-02-16 00:00:00
OF001076,OL2,2021-07-07,2022-10-10,ST00680,CO9835,CL3118,Analyst,L3,15.74,12678.0,Hyderabad,OnCampus,Joined,1,2021-09-13 00:00:00
OF001077,OL1,2017-01-22,2018-05-02,ST00196,CO0778,CL5223,Associate,L3,24.58,21463.0,Mumbai,OffCampus,Offered,1,2017-08-01 00:00:00
OF001078,OL2,2024-05-20,2025-06-16,ST01530,CO6042,CL4517,Software Engineer,L1,29.91,12821.0,Bangalore,OnCampus,Joined,0,2024-07-18 00:00:00
OF001079,OL1,2023-02-28,2024-01-13,ST05413,CO0458,CL3435,Analyst,L2,8.76,23007.0,Mumbai,OffCampus,Offered,0,2023-12-05 00:00:00
OF001080,OL1,2021-09-01,2022-04-27,ST04085,CO3677,CL7811,Associate,L1,24.8,11111.0,Bangalore,OffCampus,Joined,0,2021-09-15 00:00:00
OF001081,OL1,2023-03-11,2024-04-26,ST08070,CO6454,CL7295,Associate,L3,14.45,15470.0,Bangalore,OnCampus,Accepted,1,2023-01-21 00:00:00
OF001082,OL2,2023-10-20,2024-02-07,ST08743,CO4416,CL7611,Associate,L2,7.1,34989.0,Hyderabad,OffCampus,Joined,1,2023-01-28 00:00:00
OF001083,OL2,2025-07-09,2026-07-30,ST03399,CO6598,CL8727,Associate,L3,14.99,25289.0,Chennai,OnCampus,Accepted,1,2025-10-04 00:00:00
OF001084,OL2,2023-06-22,2024-05-09,ST09127,CO6058,CL9203,Analyst,L1,23.63,16791.0,Hyderabad,OffCampus,Joined,1,2023-12-20 00:00:00
OF001085,OL3,2019-05-19,2020-03-27,ST02587,CO0402,CL0576,Associate,L3,22.15,39303.0,Hyderabad,OnCampus,Offered,0,2019-03-18 00:00:00
OF001086,OL1,2016-07-25,2017-07-19,ST04667,CO4212,CL1591,Software Engineer,L1,18.27,28164.0,Mumbai,OffCampus,Accepted,0,2016-04-10 00:00:00
OF001087,OL3,2016-12-24,2017-02-03,ST09956,CO0904,CL7423,Analyst,L1,24.65,17637.0,Chennai,OffCampus,Offered,1,2016-02-14 00:00:00
OF001088,OL3,2022-05-08,2023-08-06,ST09777,CO3990,CL1392,Associate,L3,24.64,37573.0,Bangalore,OffCampus,Joined,0,2022-07-27 00:00:00
OF001089,OL3,2023-03-22,2024-12-24,ST03621,CO9849,CL6152,Analyst,L1,29.9,19782.0,Mumbai,OnCampus,Accepted,1,2023-04-27 00:00:00
OF001090,OL3,2017-02-07,2018-12-18,ST05600,CO6284,CL3524,Software Engineer,L1,24.44,20837.0,Chennai,OnCampus,Offered,1,2017-11-27 00:00:00
OF001091,OL2,2022-10-17,2023-03-01,ST00646,CO1962,CL4951,Analyst,L1,5.34,33558.0,Hyderabad,OffCampus,Accepted,0,2022-11-11 00:00:00
OF001092,OL3,2018-06-13,2019-02-01,ST05309,CO8799,CL7405,Associate,L1,19.29,28702.0,Bangalore,OnCampus,Accepted,0,2018-09-13 00:00:00
OF001093,OL1,2022-01-01,2023-02-28,ST00370,CO5912,CL0078,Software Engineer,L1,10.22,42782.0,Hyderabad,OffCampus,Joined,0,2022-12-10 00:00:00
OF001094,OL1,2018-09-17,2019-11-01,ST02420,CO6115,CL3339,Associate,L1,22.14,31181.0,Hyderabad,OffCampus,Joined,0,2018-03-23 00:00:00
OF001095,OL2,2017-01-12,2018-06-01,ST01550,CO9694,CL2088,Analyst,L2,6.56,47609.0,Bangalore,OffCampus,Offered,0,2017-06-16 00:00:00
OF001096,OL3,2023-04-12,2024-02-19,ST07793,CO2275,CL0025,Software Engineer,L3,16.54,21365.0,Chennai,OffCampus,Offered,0,2023-09-18 00:00:00
OF001097,OL1,2021-02-19,2022-07-25,ST08615,CO2725,CL0425,Software Engineer,L2,11.6,20303.0,Chennai,OffCampus,Joined,1,2021-04-04 00:00:00
OF001098,OL2,2017-09-12,2018-10-25,ST01936,CO7239,CL5988,Software Engineer,L2,28.35,32347.0,Mumbai,OffCampus,Accepted,1,2017-01-03 00:00:00
OF001099,OL2,2019-02-02,2020-01-21,ST08479,CO8022,CL5806,Software Engineer,L3,9.27,18697.0,Hyderabad,OffCampus,Accepted,0,2019-11-27 00:00:00
OF001100,OL1,2016-11-15,2017-05-24,ST03081,CO1239,CL3668,Analyst,L2,22.2,28247.0,Hyderabad,OnCampus,Accepted,0,2016-09-05 00:00:00
OF001101,OL2,2022-09-19,2023-12-06,ST08518,CO8019,CL6252,Analyst,L1,26.0,38855.0,Mumbai,OnCampus,Offered,1,2022-05-19 00:00:00
OF001102,OL2,2023-08-22,2024-03-22,ST01038,CO1424,CL3765,Analyst,L2,14.12,20591.0,Mumbai,OnCampus,Accepted,0,2023-11-03 00:00:00
OF001103,OL2,2020-04-28,2021-04-14,ST07453,CO2940,CL4144,Associate,L2,20.26,19858.0,Bangalore,OffCampus,Offered,1,2020-06-28 00:00:00
OF001104,OL1,2022-03-03,2023-03-16,ST09136,CO8965,CL4623,Software Engineer,L2,29.75,22817.0,Chennai,OffCampus,Offered,1,2022-02-02 00:00:00
OF001105,OL2,2018-01-27,2019-09-18,ST07684,CO3632,CL0814,Associate,L3,10.79,39060.0,Hyderabad,OnCampus,Joined,0,2018-11-20 00:00:00
OF001106,OL2,2021-11-29,2022-07-12,ST01533,CO9796,CL4338,Analyst,L2,27.01,31665.0,Bangalore,OffCampus,Offered,1,2021-06-12 00:00:00
OF001107,OL2,2023-05-19,2024-05-31,ST06644,CO3144,CL1226,Software Engineer,L2,12.23,14274.0,Mumbai,OffCampus,Offered,0,2023-12-07 00:00:00
OF001108,OL3,2018-03-15,2019-02-05,ST05599,CO5163,CL8137,Software Engineer,L1,4.81,13569.0,Mumbai,OffCampus,Offered,1,2018-08-17 00:00:00
OF001109,OL1,2025-10-16,2026-03-24,ST00658,CO2965,CL2756,Associate,L3,17.25,44692.0,Mumbai,OnCampus,Offered,1,2025-11-08 00:00:00
OF001110,OL1,2020-04-20,2021-04-22,ST06425,CO3507,CL8050,Software Engineer,L3,25.75,17167.0,Chennai,OnCampus,Offered,1,2020-08-18 00:00:00
OF001111,OL1,2023-11-22,2024-09-25,ST05622,CO9191,CL8918,Associate,L2,26.92,26877.0,Mumbai,OffCampus,Joined,0,2023-06-27 00:00:00
OF001112,OL3,2022-08-13,2023-05-05,ST01709,CO8151,CL6495,Associate,L1,15.42,33160.0,Bangalore,OnCampus,Accepted,1,2022-03-20 00:00:00
OF001113,OL2,2025-06-19,2026-02-16,ST09256,CO4387,CL8239,Software Engineer,L2,18.37,44687.0,Hyderabad,OffCampus,Offered,0,2025-08-24 00:00:00
OF001114,OL2,2022-03-10,2023-07-29,ST02584,CO0783,CL0462,Analyst,L2,17.5,26414.0,Hyderabad,OnCampus,Joined,0,2022-11-29 00:00:00
OF001115,OL3,2019-01-24,2020-11-11,ST03428,CO8768,CL5731,Associate,L3,7.87,41927.0,Chennai,OffCampus,Joined,1,2019-11-27 00:00:00
OF001116,OL1,2025-05-28,2026-12-12,ST04830,CO7278,CL9002,Associate,L3,26.33,30576.0,Chennai,OffCampus,Accepted,1,2025-04-21 00:00:00
OF001117,OL2,2019-01-09,2020-10-09,ST05703,CO4582,CL4240,Associate,L3,13.83,40229.0,Chennai,OnCampus,Accepted,1,2019-04-12 00:00:00
OF001118,OL2,2023-05-07,2024-01-25,ST02291,CO7189,CL2789,Software Engineer,L1,11.48,14615.0,Hyderabad,OnCampus,Joined,1,2023-03-03 00:00:00
OF001119,OL1,2016-09-13,2017-05-04,ST03555,CO2261,CL7371,Analyst,L3,11.66,13923.0,Hyderabad,OnCampus,Joined,1,2016-07-11 00:00:00
OF001120,OL3,2024-04-21,2025-02-23,ST05414,CO4229,CL5376,Analyst,L1,15.09,15602.0,Mumbai,OnCampus,Joined,0,2024-01-08 00:00:00
OF001121,OL1,2016-06-06,2017-03-06,ST00301,CO7287,CL7706,Analyst,L3,12.74,29696.0,Bangalore,OnCampus,Offered,1,2016-03-30 00:00:00
OF001122,OL3,2024-04-11,2025-03-22,ST03303,CO4428,CL7373,Associate,L3,24.57,28535.0,Chennai,OnCampus,Accepted,0,2024-12-18 00:00:00
OF001123,OL1,2021-01-12,2022-05-21,ST00331,CO3320,CL5052,Software Engineer,L1,12.21,40674.0,Mumbai,OffCampus,Offered,1,2021-10-21 00:00:00
OF001124,OL2,2025-09-17,2026-05-27,ST00927,CO1857,CL4401,Associate,L3,21.62,22788.0,Mumbai,OnCampus,Accepted,1,2025-12-24 00:00:00
OF001125,OL2,2025-08-14,2026-08-07,ST03693,CO0691,CL8103,Software Engineer,L1,13.72,48344.0,Mumbai,OffCampus,Accepted,1,2025-06-20 00:00:00
OF001126,OL3,2024-06-28,2025-09-07,ST00879,CO2275,CL1662,Analyst,L3,27.4,47341.0,Chennai,OnCampus,Joined,0,2024-07-05 00:00:00
OF001127,OL2,2024-05-29,2025-09-07,ST07929,CO4254,CL7320,Software Engineer,L1,22.64,26251.0,Bangalore,OnCampus,Joined,0,2024-06-23 00:00:00
OF001128,OL2,2017-04-10,2018-07-25,ST06288,CO2633,CL7245,Analyst,L3,17.39,12495.0,Hyderabad,OnCampus,Joined,0,2017-10-12 00:00:00
OF001129,OL1,2021-02-20,2022-12-21,ST07041,CO2674,CL6505,Software Engineer,L3,26.22,38615.0,Mumbai,OnCampus,Accepted,0,2021-11-03 00:00:00
OF001130,OL1,2022-11-26,2023-03-05,ST06947,CO3496,CL3850,Associate,L2,27.32,33956.0,Hyderabad,OnCampus,Accepted,1,2022-02-09 00:00:00
OF001131,OL2,2020-06-21,2021-03-20,ST02322,CO4737,CL2910,Analyst,L2,9.26,47165.0,Chennai,OnCampus,Accepted,1,2020-09-13 00:00:00
OF001132,OL3,2021-01-25,2022-03-17,ST01498,CO0886,CL4217,Associate,L3,24.41,10524.0,Hyderabad,OnCampus,Offered,1,2021-02-16 00:00:00
OF001133,OL3,2022-06-26,2023-09-13,ST03804,CO5939,CL6941,Associate,L3,10.78,25332.0,Chennai,OnCampus,Accepted,1,2022-03-19 00:00:00
OF001134,OL1,2025-10-28,2026-11-16,ST08230,CO1864,CL2881,Software Engineer,L1,26.32,27970.0,Chennai,OffCampus,Accepted,1,2025-09-26 00:00:00
OF001135,OL3,2022-09-27,2023-09-04,ST06740,CO9767,CL4666,Analyst,L2,20.62,22568.0,Chennai,OffCampus,Offered,1,2022-10-13 00:00:00
OF001136,OL3,2021-04-21,2022-12-22,ST01782,CO7063,CL2706,Associate,L1,17.14,36160.0,Mumbai,OnCampus,Accepted,0,2021-02-13 00:00:00
OF001137,OL3,2023-10-16,2024-03-13,ST00808,CO4966,CL5228,Analyst,L1,16.72,14478.0,Bangalore,OnCampus,Joined,1,2023-02-21 00:00:00
OF001138,OL3,2020-07-22,2021-05-04,ST02868,CO2837,CL2130,Software Engineer,L1,21.47,47434.0,Mumbai,OnCampus,Offered,1,2020-11-16 00:00:00
OF001139,OL2,2018-10-13,2019-12-12,ST09940,CO2258,CL8681,Analyst,L1,4.82,20289.0,Hyderabad,OnCampus,Offered,1,2018-05-27 00:00:00
OF001140,OL2,2018-05-16,2019-05-28,ST01661,CO9089,CL7154,Associate,L3,19.07,27960.0,Chennai,OnCampus,Offered,0,2018-03-01 00:00:00
OF001141,OL3,2019-01-03,2020-07-26,ST01316,CO1154,CL4404,Software Engineer,L1,16.1,19713.0,Bangalore,OnCampus,Accepted,0,2019-07-10 00:00:00
OF001142,OL1,2019-04-25,2020-10-14,ST09272,CO6656,CL2215,Analyst,L3,3.47,18571.0,Hyderabad,OnCampus,Joined,1,2019-03-31 00:00:00
OF001143,OL2,2017-04-12,2018-04-22,ST00172,CO8960,CL3125,Associate,L1,10.23,25658.0,Chennai,OffCampus,Accepted,1,2017-08-13 00:00:00
OF001144,OL2,2023-03-04,2024-02-24,ST02899,CO0049,CL4119,Associate,L3,23.67,21378.0,Hyderabad,OffCampus,Offered,1,2023-04-09 00:00:00
OF001145,OL3,2020-04-11,2021-02-15,ST09680,CO3199,CL2809,Associate,L1,12.11,46860.0,Chennai,OnCampus,Accepted,0,2020-05-21 00:00:00
OF001146,OL3,2023-01-28,2024-07-24,ST07364,CO5694,CL0694,Analyst,L1,10.49,12217.0,Bangalore,OffCampus,Offered,1,2023-02-23 00:00:00
OF001147,OL2,2016-09-09,2017-07-03,ST05201,CO5431,CL7693,Software Engineer,L2,23.25,41256.0,Chennai,OffCampus,Offered,0,2016-03-11 00:00:00
OF001148,OL1,2019-06-24,2020-05-15,ST04377,CO9298,CL2212,Analyst,L3,25.58,27603.0,Hyderabad,OnCampus,Joined,1,2019-08-12 00:00:00
OF001149,OL1,2017-01-21,2018-07-14,ST00370,CO0092,CL6448,Software Engineer,L3,8.0,39659.0,Mumbai,OffCampus,Offered,0,2017-10-31 00:00:00
OF001150,OL1,2021-12-29,2022-02-12,ST02503,CO1555,CL6114,Associate,L1,27.28,35437.0,Hyderabad,OnCampus,Offered,0,2021-08-03 00:00:00
OF001151,OL1,2020-07-11,2021-04-19,ST06961,CO8545,CL8249,Analyst,L1,17.07,35185.0,Bangalore,OnCampus,Offered,0,2020-08-31 00:00:00
OF001152,OL1,2016-09-04,2017-11-19,ST08287,CO8374,CL3769,Associate,L1,26.36,49533.0,Chennai,OffCampus,Offered,0,2016-03-02 00:00:00
OF001153,OL3,2021-12-19,2022-03-09,ST09619,CO2899,CL4718,Associate,L1,24.53,23218.0,Hyderabad,OffCampus,Joined,1,2021-04-05 00:00:00
OF001154,OL3,2020-11-28,2021-01-29,ST01006,CO0746,CL9257,Associate,L3,14.68,11102.0,Hyderabad,OffCampus,Joined,1,2020-07-19 00:00:00
OF001155,OL1,2022-11-20,2023-08-25,ST02684,CO6044,CL5110,Software Engineer,L2,9.21,45587.0,Mumbai,OffCampus,Accepted,0,2022-06-22 00:00:00
OF001156,OL3,2018-10-16,2019-09-15,ST02527,CO1917,CL9304,Analyst,L1,6.67,28329.0,Hyderabad,OffCampus,Joined,1,2018-02-21 00:00:00
OF001157,OL3,2019-08-06,2020-09-09,ST02345,CO7766,CL3265,Associate,L3,3.48,34686.0,Chennai,OffCampus,Joined,1,2019-05-30 00:00:00
OF001158,OL1,2016-05-25,2017-02-14,ST05856,CO0027,CL0222,Software Engineer,L3,3.4,16451.0,Chennai,OffCampus,Accepted,1,2016-05-26 00:00:00
OF001159,OL1,2019-05-02,2020-08-19,ST00630,CO9327,CL5203,Software Engineer,L1,7.37,19157.0,Mumbai,OnCampus,Joined,0,2019-12-12 00:00:00
OF001160,OL3,2017-02-19,2018-11-09,ST09806,CO5675,CL6308,Associate,L2,24.63,30911.0,Bangalore,OffCampus,Accepted,0,2017-04-25 00:00:00
OF001161,OL1,2025-11-02,2026-04-25,ST08340,CO0612,CL7617,Software Engineer,L3,19.66,48900.0,Mumbai,OffCampus,Joined,1,2025-12-01 00:00:00
OF001162,OL3,2018-11-09,2019-02-04,ST02491,CO5185,CL5043,Analyst,L1,8.04,19693.0,Mumbai,OnCampus,Joined,1,2018-05-08 00:00:00
OF001163,OL3,2018-11-28,2019-04-18,ST08858,CO3264,CL5577,Software Engineer,L1,12.94,47197.0,Hyderabad,OffCampus,Offered,0,2018-12-27 00:00:00
OF001164,OL2,2024-11-25,2025-12-05,ST06089,CO4390,CL2711,Analyst,L2,26.28,18024.0,Hyderabad,OnCampus,Accepted,1,2024-09-28 00:00:00
OF001165,OL2,2023-03-05,2024-06-09,ST01864,CO3407,CL9353,Analyst,L3,23.61,45462.0,Chennai,OnCampus,Joined,1,2023-02-12 00:00:00
OF001166,OL1,2022-07-08,2023-09-22,ST01560,CO1131,CL8645,Analyst,L1,3.21,29994.0,Hyderabad,OffCampus,Offered,1,2022-09-24 00:00:00
OF001167,OL2,2023-08-19,2024-11-28,ST07801,CO5915,CL6624,Software Engineer,L1,20.46,45498.0,Hyderabad,OffCampus,Accepted,1,2023-08-19 00:00:00
OF001168,OL2,2018-04-08,2019-02-20,ST02586,CO3107,CL9475,Associate,L3,21.79,24958.0,Chennai,OnCampus,Joined,0,2018-06-08 00:00:00
OF001169,OL1,2021-11-17,2022-08-30,ST06920,CO5053,CL2503,Associate,L1,27.48,31109.0,Mumbai,OffCampus,Offered,1,2021-03-08 00:00:00
OF001170,OL2,2023-09-20,2024-08-15,ST06661,CO7420,CL8640,Software Engineer,L2,16.39,33101.0,Mumbai,OffCampus,Offered,1,2023-09-12 00:00:00
OF001171,OL2,2019-06-29,2020-07-29,ST04043,CO2205,CL9836,Software Engineer,L1,28.99,14700.0,Chennai,OffCampus,Accepted,0,2019-04-13 00:00:00
OF001172,OL3,2019-06-01,2020-12-16,ST08785,CO9887,CL2009,Analyst,L2,4.97,18092.0,Bangalore,OffCampus,Joined,0,2019-12-19 00:00:00
OF001173,OL2,2023-08-01,2024-02-03,ST04817,CO7334,CL3427,Software Engineer,L3,23.95,24597.0,Mumbai,OffCampus,Accepted,0,2023-06-04 00:00:00
OF001174,OL1,2025-04-23,2026-02-20,ST07876,CO5019,CL7783,Software Engineer,L3,11.24,14173.0,Chennai,OffCampus,Accepted,1,2025-05-21 00:00:00
OF001175,OL3,2024-01-19,2025-12-13,ST07882,CO9873,CL7000,Associate,L1,13.45,15007.0,Mumbai,OnCampus,Joined,1,2024-06-24 00:00:00
OF001176,OL1,2023-02-18,2024-05-19,ST05909,CO0038,CL9048,Analyst,L3,28.29,30980.0,Chennai,OnCampus,Joined,0,2023-07-27 00:00:00
OF001177,OL2,2021-07-18,2022-05-22,ST08805,CO3259,CL9748,Associate,L2,5.84,10751.0,Mumbai,OffCampus,Offered,0,2021-08-08 00:00:00
OF001178,OL1,2021-05-29,2022-05-16,ST03477,CO8119,CL3043,Analyst,L3,14.07,34328.0,Bangalore,OnCampus,Accepted,1,2021-01-07 00:00:00
OF001179,OL3,2018-01-01,2019-07-31,ST00721,CO5690,CL5331,Associate,L2,14.5,42310.0,Bangalore,OnCampus,Offered,0,2018-09-16 00:00:00
OF001180,OL2,2016-08-20,2017-12-19,ST09807,CO6461,CL6358,Associate,L2,14.84,16983.0,Mumbai,OffCampus,Offered,0,2016-09-28 00:00:00
OF001181,OL3,2023-03-20,2024-11-19,ST05648,CO1293,CL9207,Associate,L3,8.51,22426.0,Chennai,OnCampus,Joined,0,2023-04-14 00:00:00
OF001182,OL3,2019-03-04,2020-11-06,ST05071,CO0983,CL7799,Analyst,L3,17.94,22220.0,Bangalore,OnCampus,Joined,1,2019-06-18 00:00:00
OF001183,OL3,2019-05-12,2020-08-28,ST05063,CO4218,CL6260,Associate,L3,29.99,28025.0,Hyderabad,OffCampus,Offered,1,2019-05-17 00:00:00
OF001184,OL1,2020-03-12,2021-03-09,ST09142,CO6519,CL1506,Software Engineer,L1,19.64,21926.0,Mumbai,OnCampus,Offered,1,2020-05-23 00:00:00
OF001185,OL3,2019-02-04,2020-01-19,ST03168,CO7011,CL0919,Associate,L1,19.64,37506.0,Chennai,OnCampus,Accepted,0,2019-05-21 00:00:00
OF001186,OL3,2021-03-26,2022-07-07,ST06131,CO2793,CL8537,Software Engineer,L1,13.04,10300.0,Chennai,OffCampus,Accepted,1,2021-05-02 00:00:00
OF001187,OL1,2018-03-25,2019-03-30,ST08837,CO3066,CL5616,Associate,L3,14.05,27648.0,Mumbai,OnCampus,Accepted,1,2018-10-09 00:00:00
OF001188,OL2,2016-10-05,2017-08-18,ST01636,CO2817,CL6764,Analyst,L2,4.88,38553.0,Mumbai,OnCampus,Accepted,0,2016-08-06 00:00:00
OF001189,OL3,2022-07-30,2023-05-17,ST03763,CO6231,CL2117,Associate,L1,8.33,31627.0,Chennai,OffCampus,Joined,1,2022-08-12 00:00:00
OF001190,OL2,2025-02-28,2026-03-13,ST07895,CO4630,CL2152,Software Engineer,L2,4.41,12295.0,Bangalore,OffCampus,Offered,1,2025-01-15 00:00:00
